Title,Rating,Price,Stock,Category
A Mother's Reckoning: Living in the Aftermath of Tragedy,3,23.2,11,Nonfiction
A Gentleman's Position (Society of Gentlemen #3),5,17.5,11,Romance
11/22/63,3,57.6,11,Fiction
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,29.2,10,Nonfiction
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,59.1,10,Health
Without Shame,5,57.4,9,Add a comment
Watchmen,4,69.0,9,Add a comment
Unlimited Intuition Now,4,69.9,9,Default
Underlying Notes,2,14.0,9,Default
The Shack,1,33.3,9,Fiction
The New Brand You: Your New Image Makes the Sale for You,5,52.3,9,Default
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,14.7,9,Food and Drink
The Flowers Lied,2,19.8,9,Default
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,66.4,9,Science
The Book of Mormon,3,29.2,9,Religion
The Art and Science of Low Carbohydrate Living,5,62.9,9,Health
The Alien Club,1,64.6,9,Young Adult
Suzie Snowflake: One beautiful flake (a self-esteem story),5,65.1,9,Novels
Nap-a-Roo,1,29.8,9,Childrens
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,12.4,9,Default
Modern Day Fables,2,56.4,9,Default
If I Gave You God's Phone Number....: Searching for Spirituality in America,1,24.8,9,Spirituality
"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,40.3,9,Sequential Art
Dress Your Family in Corduroy and Denim,3,51.9,9,Humor
Don't Forget Steven,1,39.5,9,Young Adult
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,42.7,9,Nonfiction
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,57.8,9,Art
A Shard of Ice (The Black Symphony Saga #1),3,67.3,9,Fantasy
A Hero's Curse (The Unseen Chronicles #1),3,60.0,9,Add a comment
23 Degrees South: A Tropical Tale of Changing Whether...,2,42.5,9,Add a comment
"Zero to One: Notes on Startups, or How to Build the Future",3,40.5,8,Nonfiction
Why Not Me?,1,21.1,8,Nonfiction
When Breath Becomes Air,2,46.8,8,Nonfiction
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,43.9,8,Travel
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,51.8,8,Default
The New Drawing on the Right Side of the Brain,3,51.1,8,Art
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",4,33.8,8,Nonfiction
The Martian (The Martian #1),2,49.2,8,Default
The High Mountains of Portugal,1,60.8,8,Fiction
The Grownup,1,42.6,8,Short Stories
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1,43.9,8,Business
South of Sunshine,1,34.4,8,Young Adult
Smarter Faster Better: The Secrets of Being Productive in Life and Business,5,46.2,8,Nonfiction
Silence in the Dark (Logan Point #4),3,69.3,8,Suspense
Shadows of the Past (Logan Point #1),5,47.1,8,Christian Fiction
Roller Girl,5,16.8,8,Sequential Art
Rising Strong,3,25.9,8,Nonfiction
Proofs of God: Classical Arguments from Tertullian to Barth,1,64.4,8,Philosophy
Please Kill Me: The Uncensored Oral History of Punk,4,37.1,8,Music
Out of Print: City Lights Spotlight No. 14,5,63.7,8,Poetry
My Life Next Door (My Life Next Door ),5,43.2,8,Young Adult
Miller's Valley,2,69.6,8,Fiction
Man's Search for Meaning,3,35.0,8,Nonfiction
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",2,29.8,8,Nonfiction
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,3,14.9,8,Nonfiction
Les Fleurs du Mal,5,34.5,8,Poetry
Left Behind (Left Behind #1),2,48.4,8,Default
Kill 'Em and Leave: Searching for James Brown and the American Soul,5,53.5,8,Music
Kierkegaard: A Christian Missionary to Christians,1,56.0,8,Philosophy
John Vassos: Industrial Design for Modern Life,4,24.0,8,Default
I'll Give You the Sun,1,67.1,8,Default
I Will Find You,1,52.5,8,Nonfiction
Hystopia: A Novel,4,26.1,8,Fiction
Howl and Other Poems,2,48.1,8,Poetry
History of Beauty,4,12.2,8,Art
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,62.8,8,Default
Future Shock (Future Shock #1),5,66.1,8,Young Adult
Ender's Game (The Ender Quintet #1),1,51.9,8,Default
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,33.8,8,Science
Death by Leisure: A Cautionary Tale,4,44.6,8,Default
Brilliant Beacons: A History of the American Lighthouse,3,13.6,8,History
Brazen: The Courage to Find the You That's Been Hiding,2,22.8,8,Nonfiction
Between the World and Me,4,67.6,8,Nonfiction
Being Mortal: Medicine and What Matters in the End,4,65.4,8,Nonfiction
"A Murder Over a Girl: Justice, Gender, Junior High",3,15.7,8,Nonfiction
32 Yolks,2,63.7,8,Food and Drink
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,52.8,8,History
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,14.4,7,Self Help
Wildlife of New York: A Five-Borough Coloring Book,2,26.3,7,Default
What Happened on Beale Street (Secrets of the South Mysteries #2),5,30.1,7,Mystery
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,55.0,7,Spirituality
Under the Tuscan Sun,3,44.4,7,Travel
Toddlers Are A**holes: It's Not Your Fault,1,30.4,7,Humor
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,41.3,7,Default
The Whale,4,42.7,7,Childrens
The Story of Art,4,48.9,7,Art
The Origin of Species,4,11.9,7,Science
The Great Gatsby,4,42.8,7,Default
The Good Girl,3,58.3,7,Default
The Glass Castle,1,19.3,7,Add a comment
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,47.0,7,Biography
The Drowning Girls,3,42.4,7,Add a comment
The Constant Princess (The Tudor Court #1),3,19.7,7,Historical Fiction
The Bourne Identity (Jason Bourne #1),4,50.8,7,Fiction
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5,62.1,7,Mystery
The Art Book,2,38.4,7,Art
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,39.4,7,Default
Team of Rivals: The Political Genius of Abraham Lincoln,5,23.9,7,Add a comment
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,24.8,7,Default
"Sit, Stay, Love",3,24.8,7,Romance
Sister Dear,4,47.8,7,Fiction
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,62.8,7,Childrens
"Rich Dad, Poor Dad",1,61.5,7,Business
Raymie Nightingale,2,40.9,7,Childrens
Playing from the Heart,1,38.5,7,Childrens
Nightstruck: A Novel,4,59.8,7,Young Adult
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,13.5,7,Food and Drink
Meternity,3,51.8,7,Womens Fiction
Memoirs of a Geisha,3,59.0,7,Fiction
Like Never Before (Walker Family #2),2,34.2,7,Christian Fiction
Life of Pi,4,15.7,7,Default
Leave This Song Behind: Teen Poetry at Its Best,5,60.8,7,Poetry
King's Folly (The Kinsman Chronicles #1),5,47.1,7,Fantasy
John Adams,4,68.2,7,Add a comment
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,54.7,7,Food and Drink
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,33.6,7,Food and Drink
Good in Bed (Cannie Shapiro #1),5,44.0,7,Add a comment
"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,23.3,7,Sequential Art
For the Love: Fighting for Grace in a World of Impossible Standards,3,53.6,7,Nonfiction
Finding God in the Ruins: How God Redeems Pain,2,55.4,7,Nonfiction
Every Heart a Doorway (Every Heart A Doorway #1),5,14.4,7,Fantasy
Delivering the Truth (Quaker Midwife Mystery #1),4,24.8,7,Mystery
Counted With the Stars (Out from Egypt #1),5,21.4,7,Christian Fiction
"Chronicles, Vol. 1",2,62.5,7,Music
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,30.6,7,Christian
Benjamin Franklin: An American Life,3,57.3,7,Biography
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",5,35.6,7,Philosophy
A Summer In Europe,2,52.7,7,Travel
A Short History of Nearly Everything,5,62.3,7,History
A Gathering of Shadows (Shades of Magic #2),4,53.2,7,Fantasy
The Sound Of Love,5,68.7,6,Default
The Rise and Fall of the Third Reich: A History of Nazi Germany,2,47.1,6,History
The Perks of Being a Wallflower,3,65.4,6,Default
The Mysterious Affair at Styles (Hercule Poirot #1),4,29.5,6,Mystery
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,70.6,6,Nonfiction
The Makings of a Fatherless Child,2,37.5,6,Default
The Joy of Cooking,4,51.4,6,Add a comment
The Invention of Wings,1,44.4,6,Historical Fiction
The Hobbit (Middle-Earth Universe),5,21.1,6,Default
The Great Railway Bazaar,1,36.3,6,Travel
The Golden Compass (His Dark Materials #1),1,22.3,6,Add a comment
The God Delusion,3,55.7,6,Add a comment
The Girl You Left Behind (The Girl You Left Behind #1),1,18.8,6,Historical
The Fellowship of the Ring (The Lord of the Rings #1),2,12.2,6,Default
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,18.3,6,Poetry
The Barefoot Contessa Cookbook,5,71.2,6,Food and Drink
Tell the Wolves I'm Home,2,60.5,6,Young Adult
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,36.4,6,Default
Pride and Prejudice,4,22.9,6,Add a comment
Musicophilia: Tales of Music and the Brain,1,55.3,6,Default
Mere Christianity,3,57.6,6,Add a comment
Me Before You (Me Before You #1),1,22.6,6,Fiction
In the Woods (Dublin Murder Squad #1),2,45.6,6,Mystery
In Cold Blood,4,59.4,6,Nonfiction
How to Stop Worrying and Start Living,5,55.2,6,Self Help
Give It Back,2,21.8,6,Thriller
"Girl, Interrupted",3,50.1,6,Nonfiction
Fun Home: A Family Tragicomic,4,67.2,6,Add a comment
"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,24.9,6,Sequential Art
Deception Point,4,47.9,6,Fiction
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,43.2,6,Sequential Art
Catherine the Great: Portrait of a Woman,4,69.6,6,History
Better Homes and Gardens New Cook Book,3,47.1,6,Food and Drink
An Unquiet Mind: A Memoir of Moods and Madness,3,25.3,6,Psychology
A Year in Provence (Provence #1),4,67.6,6,Travel
World Without End (The Pillars of the Earth #2),4,39.2,5,Historical Fiction
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,56.2,5,Young Adult
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,57.8,5,Nonfiction
Where She Went (If I Stay #2),4,49.6,5,Young Adult
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,63.8,5,Default
Two Summers,1,17.4,5,Young Adult
This Is Your Brain on Music: The Science of a Human Obsession,1,45.6,5,Music
The Secret Garden,4,17.9,5,Classics
The Raven King (The Raven Cycle #4),2,36.3,5,Add a comment
The Raven Boys (The Raven Cycle #1),4,68.6,5,Fantasy
The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,13.1,5,Food and Drink
The Metamorphosis,1,34.0,5,Classics
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,51.0,5,History
The Little Paris Bookshop,3,29.4,5,Fiction
The Hiding Place,4,66.4,5,History
The Grand Design,3,16.3,5,Science
The Firm,3,54.1,5,Fiction
The Fault in Our Stars,1,56.1,5,Default
The False Prince (The Ascendance Trilogy #1),5,66.5,5,Fantasy
The Expatriates,2,53.0,5,Fiction
The Dream Thieves (The Raven Cycle #2),1,41.0,5,Default
The Darkest Corners,5,13.5,5,Young Adult
The Crossover,4,46.1,5,Poetry
The 5th Wave (The 5th Wave #1),2,14.1,5,Default
Tell the Wind and Fire,3,54.1,5,Fantasy
Tell Me Three Things,1,49.7,5,Young Adult
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,29.9,5,Nonfiction
Siddhartha,5,40.7,5,Fiction
Shiver (The Wolves of Mercy Falls #1),5,19.3,5,Default
Remember Me?,3,13.6,5,Default
Red Dragon (Hannibal Lecter #1),3,27.8,5,Horror
Peak: Secrets from the New Science of Expertise,2,19.3,5,Science
My Mother Was Nuts,4,37.6,5,Nonfiction
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,29.6,5,Food and Drink
Maybe Something Beautiful: How Art Transformed a Neighborhood,1,26.8,5,Childrens
Lola and the Boy Next Door (Anna and the French Kiss #2),4,28.1,5,Young Adult
Logan Kade (Fallen Crest High #5.5),2,15.6,5,Academic
Last One Home (New Beginnings #1),3,71.3,5,Fiction
Killing Floor (Jack Reacher #1),4,37.4,5,Thriller
Kill the Boy Band,5,18.4,5,Young Adult
Isla and the Happily Ever After (Anna and the French Kiss #3),5,57.2,5,Young Adult
If I Stay (If I Stay #1),5,45.3,5,Default
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,43.4,5,Default
Harry Potter and the Deathly Hallows (Harry Potter #7),1,27.7,5,Default
"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,19.4,5,Sequential Art
Foundation (Foundation (Publication Order) #1),1,38.5,5,Science Fiction
Fool Me Once,1,20.2,5,Default
Find Her (Detective D.D. Warren #8),1,26.6,5,Add a comment
Evicted: Poverty and Profit in the American City,1,50.2,5,Add a comment
Drama,2,46.0,5,Default
Dracula the Un-Dead,5,42.3,5,Horror
Digital Fortress,5,68.9,5,Fiction
"Death Note, Vol. 5: Whiteout (Death Note #5)",1,62.3,5,Sequential Art
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,38.4,5,Nonfiction
Critique of Pure Reason,1,24.7,5,Philosophy
Booked,5,20.8,5,Poetry
"Blue Lily, Lily Blue (The Raven Cycle #3)",5,40.6,5,Default
Approval Junkie: Adventures in Caring Too Much,5,69.9,5,Autobiography
An Abundance of Katherines,5,11.9,5,Young Adult
America's War for the Greater Middle East: A Military History,2,60.9,5,History
Alight (The Generations Trilogy #2),4,69.6,5,Default
A Girl's Guide to Moving On (New Beginnings #2),1,37.2,5,Romance
A Game of Thrones (A Song of Ice and Fire #1),2,55.2,5,Add a comment
A Feast for Crows (A Song of Ice and Fire #4),4,20.4,5,Fantasy
A Clash of Kings (A Song of Ice and Fire #2),3,12.8,5,Add a comment
Vogue Colors A to Z: A Fashion Coloring Book,4,62.2,4,Default
The Shining (The Shining #1),3,33.1,4,Default
The Pilgrim's Progress,2,59.7,4,Classics
The Perfect Play (Play by Play #1),3,71.3,4,Romance
The Passion of Dolssa,5,33.6,4,Historical Fiction
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,46.0,4,Nonfiction
The Hunger Games (The Hunger Games #1),5,35.5,4,Default
The Hound of the Baskervilles (Sherlock Holmes #5),2,17.6,4,Classics
The Gunning of America: Business and the Making of American Gun Culture,4,20.0,4,Nonfiction
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,33.5,4,Nonfiction
The Demonists (Demonist #1),2,61.9,4,Fantasy
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,33.1,4,Sequential Art
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,70.9,4,Thriller
The Beast (Black Dagger Brotherhood #14),5,54.8,4,Fantasy
Some Women,5,16.3,4,Womens Fiction
Shopaholic Ties the Knot (Shopaholic #3),5,57.5,4,Womens Fiction
Paper and Fire (The Great Library #2),5,58.8,4,Fantasy
Outlander (Outlander #1),5,23.4,4,Default
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,14.7,4,Music
No One Here Gets Out Alive,5,23.8,4,Music
Night Shift (Night Shift #1-20),4,15.1,4,Horror
Needful Things,4,56.4,4,Horror
Mockingjay (The Hunger Games #3),4,24.3,4,Default
Misery,2,41.3,4,Horror
Little Women (Little Women #1),4,33.4,4,Classics
It,3,29.7,4,Horror
Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,16.5,4,Default
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,28.7,4,Young Adult
Harry Potter and the Order of the Phoenix (Harry Potter #5),4,37.6,4,Fantasy
Harry Potter and the Half-Blood Prince (Harry Potter #6),5,57.9,4,Fantasy
Harry Potter and the Chamber of Secrets (Harry Potter #2),1,17.5,4,Fantasy
Gone with the Wind,3,38.6,4,Classics
God Is Not Great: How Religion Poisons Everything,1,33.0,4,Nonfiction
Girl With a Pearl Earring,1,31.8,4,Historical Fiction
"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,59.9,4,Sequential Art
Far From True (Promise Falls Trilogy #2),2,41.5,4,Thriller
Dark Lover (Black Dagger Brotherhood #1),1,15.3,4,Romance
Confessions of a Shopaholic (Shopaholic #1),2,58.1,4,Default
Changing the Game (Play by Play #2),3,15.9,4,Romance
Candide,3,69.7,4,Classics
Can You Keep a Secret?,1,26.1,4,Womens Fiction
Atlas Shrugged,5,31.6,4,Fiction
Animal Farm,3,68.0,4,Classics
A Walk to Remember,1,67.0,4,Romance
A New Earth: Awakening to Your Life's Purpose,5,66.1,4,Spirituality
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,32.8,4,Religion
'Salem's Lot,4,58.9,4,Horror
Zero History (Blue Ant #3),1,41.3,3,Default
Wuthering Heights,3,21.1,3,Classics
World War Z: An Oral History of the Zombie War,1,25.9,3,Default
Wild: From Lost to Found on the Pacific Crest Trail,3,54.7,3,Default
"Where'd You Go, Bernadette",1,21.5,3,Default
When You Are Engulfed in Flames,5,36.7,3,Humor
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,38.0,3,Nonfiction
We Are All Completely Beside Ourselves,1,28.6,3,Contemporary
Walk the Edge (Thunder Road #2),3,38.4,3,Young Adult
Voyager (Outlander #3),5,25.0,3,Historical Fiction
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,60.2,3,Nonfiction
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,16.2,3,Food and Drink
"Unstuffed: Decluttering Your Home, Mind, and Soul",1,69.0,3,Nonfiction
Under the Banner of Heaven: A Story of Violent Faith,1,35.6,3,Nonfiction
Two Boys Kissing,2,38.9,3,Young Adult
Twilight (Twilight #1),2,49.8,3,Default
Twenties Girl,2,50.9,3,Womens Fiction
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,63.6,3,Nonfiction
Three-Martini Lunch,3,27.6,3,Fiction
"Thinking, Fast and Slow",1,25.1,3,Psychology
The Wild Robot,3,66.6,3,Childrens
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,17.1,3,Sequential Art
The Undomestic Goddess,4,54.4,3,Womens Fiction
The Travelers,1,18.7,3,Thriller
The Tipping Point: How Little Things Can Make a Big Difference,2,11.9,3,Add a comment
The Thing About Jellyfish,1,57.9,3,Childrens
The Stand,2,68.7,3,Horror
The Smitten Kitchen Cookbook,1,28.0,3,Food and Drink
The Silkworm (Cormoran Strike #2),5,27.4,3,Mystery
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,66.0,3,Sequential Art
The Rose & the Dagger (The Wrath and the Dawn #2),4,69.7,3,Fantasy
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),1,27.6,3,Travel
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,50.6,3,Biography
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,13.0,3,Science Fiction
The Rest Is Noise: Listening to the Twentieth Century,1,41.3,3,Add a comment
The Red Tent,5,42.4,3,Historical Fiction
The Purpose Driven Life: What on Earth Am I Here for?,3,44.2,3,Add a comment
The Purest Hook (Second Circle Tattoos #3),1,14.6,3,Romance
The Picture of Dorian Gray,2,35.3,3,Classics
The Paris Wife,3,43.7,3,Default
The Obsession,1,54.0,3,Romance
The Nightingale,4,31.2,3,Fiction
The New Guy (and Other Senior Year Distractions),3,53.4,3,Young Adult
The Nanny Diaries (Nanny #1),5,62.4,3,Womens Fiction
The Name of God is Mercy,2,44.3,3,Nonfiction
The Maze Runner (The Maze Runner #1),1,24.9,3,Default
The Lover's Dictionary,2,69.0,3,Default
The Lonely Ones,5,51.8,3,Childrens
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,40.3,3,Business
The Last Painting of Sara de Vos,2,66.0,3,Historical Fiction
"The Land of 10,000 Madonnas",4,35.2,3,Young Adult
The Infinities,1,32.6,3,Fiction
The Husband's Secret,5,62.4,3,Fiction
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,56.8,3,Add a comment
The Guns of August,2,17.3,3,History
The Guernsey Literary and Potato Peel Pie Society,1,58.9,3,Historical Fiction
The Goldfinch,3,51.8,3,Default
The Giver (The Giver Quartet #1),1,14.6,3,Default
The Girl with All the Gifts,3,58.8,3,Horror
The Girl Who Played with Fire (Millennium Trilogy #2),2,26.3,3,Default
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,68.3,3,Add a comment
The Exiled,3,51.6,3,Mystery
"The End of Faith: Religion, Terror, and the Future of Reason",4,26.3,3,Add a comment
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,15.5,3,Science
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,68.1,3,Science
The Devil Wears Prada (The Devil Wears Prada #1),1,52.6,3,Womens Fiction
The Demon-Haunted World: Science as a Candle in the Dark,4,62.1,3,Default
The Day the Crayons Came Home (Crayons),5,31.3,3,Childrens
The Da Vinci Code (Robert Langdon #2),2,27.3,3,Fiction
The Cuckoo's Calling (Cormoran Strike #1),1,22.8,3,Mystery
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,31.8,3,Classics
The Complete Poems,5,49.1,3,Add a comment
The Catcher in the Rye,1,29.2,3,Add a comment
The Cat in the Hat (Beginner Books B-1),2,19.3,3,Childrens
The Case for Christ (Cases for Christianity),1,56.8,3,Add a comment
The Book Thief,2,63.6,3,Default
The Book of Basketball: The NBA According to The Sports Guy,5,53.3,3,Sports and Games
The Blind Side: Evolution of a Game,5,63.8,3,Add a comment
The Autobiography of Malcolm X,2,27.8,3,Default
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,40.8,3,Food and Drink
The Art of Fielding,1,26.3,3,Fiction
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,30.7,3,Science
Stiff: The Curious Lives of Human Cadavers,3,43.7,3,Nonfiction
Spilled Milk: Based on a True Story,1,58.8,3,Nonfiction
Something Borrowed (Darcy & Rachel #1),5,58.2,3,Womens Fiction
Something Blue (Darcy & Rachel #2),1,64.9,3,Womens Fiction
Soldier (Talon #3),2,29.4,3,Fantasy
Shopaholic & Baby (Shopaholic #5),2,55.2,3,Default
Seven Days in the Art World,2,62.2,3,Add a comment
Seven Brief Lessons on Physics,4,36.4,3,Science
Scarlet (The Lunar Chronicles #2),4,17.3,3,Young Adult
Sarah's Key,1,55.0,3,Add a comment
"Saga, Volume 3 (Saga (Collected Editions) #3)",5,25.6,3,Sequential Art
Running with Scissors,4,15.3,3,Autobiography
Rogue Lawyer (Rogue Lawyer #1),3,59.5,3,Add a comment
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,49.5,3,Nonfiction
Rework,2,53.3,3,Business
Reservations for Two,3,13.2,3,Romance
Red: The True Story of Red Riding Hood,3,33.9,3,Childrens
Ready Player One,4,22.7,3,Science Fiction
Quiet: The Power of Introverts in a World That Can't Stop Talking,1,51.7,3,Default
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,51.8,3,Sequential Art
Persepolis: The Story of a Childhood (Persepolis #1-2),1,46.5,3,Sequential Art
Packing for Mars: The Curious Science of Life in the Void,2,67.3,3,Default
Outliers: The Story of Success,1,16.8,3,Nonfiction
Original Fake,3,37.4,3,Sequential Art
Orange Is the New Black,2,29.2,3,Default
One for the Money (Stephanie Plum #1),2,39.1,3,Default
Notes from a Small Island (Notes From a Small Island #1),1,47.7,3,Nonfiction
Night (The Night Trilogy #1),1,16.1,3,Nonfiction
Neither Here nor There: Travels in Europe,3,46.3,3,Travel
Naked,3,37.7,3,Humor
Morning Star (Red Rising #3),1,34.9,3,Default
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,68.7,3,Nonfiction
Midnight Riot (Peter Grant/ Rivers of London - books #1),2,65.9,3,Fantasy
Me Talk Pretty One Day,2,68.4,3,Autobiography
Manuscript Found in Accra,2,41.6,3,Add a comment
Lust & Wonder,2,14.1,3,Autobiography
Lila (Gilead #3),3,14.8,3,Fiction
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,39.5,3,Science Fiction
Life Without a Recipe,5,70.1,3,Autobiography
Life After Life,2,31.0,3,Default
Letter to a Christian Nation,1,26.4,3,Nonfiction
Let's Pretend This Never Happened: A Mostly True Memoir,1,53.6,3,Nonfiction
Legend (Legend #1),4,51.9,3,Young Adult
"Lean In: Women, Work, and the Will to Lead",1,29.7,3,Default
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,65.9,3,Humor
Lady Renegades (Rebel Belle #3),5,63.0,3,Young Adult
Jurassic Park (Jurassic Park #1),1,53.4,3,Fiction
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,50.4,3,Nonfiction
Is Everyone Hanging Out Without Me? (And Other Concerns),3,23.9,3,Default
Into the Wild,5,67.4,3,Nonfiction
Inferno (Robert Langdon #4),5,48.7,3,Fiction
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,34.3,3,Nonfiction
If I Run (If I Run #1),4,59.4,3,Christian Fiction
I've Got Your Number,1,23.4,3,Womens Fiction
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,34.3,3,Nonfiction
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,39.4,3,Food and Drink
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,51.9,3,History
House of Leaves,1,65.2,3,Horror
Horrible Bear!,2,44.6,3,Childrens
Holidays on Ice,2,60.7,3,Humor
Heir to the Sky,4,52.4,3,Fantasy
Green Eggs and Ham (Beginner Books B-16),4,12.8,3,Childrens
"Grayson, Vol 3: Nemesis (Grayson #3)",1,50.8,3,Sequential Art
Gratitude,5,31.7,3,Nonfiction
Gone Girl,5,44.7,3,Default
Golden (Heart of Dread #3),4,50.2,3,Young Adult
Girl in the Blue Coat,2,55.6,3,Historical Fiction
"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,53.7,3,Sequential Art
"Friday Night Lights: A Town, a Team, and a Dream",3,60.9,3,Sports and Games
Fire Bound (Sea Haven/Sisters of the Heart #5),4,25.3,3,Add a comment
Fifty Shades Freed (Fifty Shades #3),5,18.3,3,Adult Fiction
Fellside,1,45.9,3,Default
Extreme Prey (Lucas Davenport #26),3,30.2,3,Mystery
Eragon (The Inheritance Cycle #1),3,52.1,3,Fantasy
Eclipse (Twilight #3),1,22.3,3,Default
Dune (Dune #1),1,65.2,3,Science Fiction
Dracula,3,62.5,3,Default
